text,annotations,params_str
"Для решения задачи требуется материал с с выдающаяся атомизационная энергия, который имеет большое число электронов, который сможет обеспечивать высокую газонепроницаемость","[{'param': 'Eat', 'label': 'высокая', 'phrase': 'с выдающаяся атомизационная энергия', 'code': 'атом_энерг'}, {'param': 'ne', 'label': 'высокая', 'phrase': 'большое число электронов', 'code': 'число_эл'}]",атом_энерг:высокая|число_эл:высокая
"Для решения задачи требуется материал с с низкая коэффициент проницаемости кислорода, что важно для значительная энергетический вклад групп, при этом с выдающаяся объемной плотностью, что критично с высокая плотность сшивки, еще , что необходимо большая внутренняя энергия связей, который сможет обеспечивать оптимальное тепловое расширение","[{'param': 'permO2', 'label': 'низкая', 'phrase': 'с низкая коэффициент проницаемости кислорода', 'code': 'проницаем_O2'}, {'param': 'Egc', 'label': 'высокая', 'phrase': 'значительная энергетический вклад групп', 'code': 'энерг_гр'}, {'param': 'rho', 'label': 'высокая', 'phrase': 'с выдающаяся объемной плотностью', 'code': 'плотн'}, {'param': 'Xe', 'label': 'высокая', 'phrase': 'с высокая плотность сшивки', 'code': 'плотн_сшив'}, {'param': 'Eib', 'label': 'высокая', 'phrase': 'большая внутренняя энергия связей', 'code': 'энерг_внутр'}]",проницаем_O2:низкая|энерг_гр:высокая|плотн:высокая|плотн_сшив:высокая|энерг_внутр:высокая
"Какой полимер с с значительная когезионная плотность, что критично стандартная предел текучести, дополнительно с скромная статическая диэлектрическая проницаемость, а также с низкое содержанием углерода подойдёт, чтобы обеспечивать высокую диэлектрическую прочность?","[{'param': 'CED', 'label': 'высокая', 'phrase': 'с значительная когезионная плотность', 'code': 'плотн_энерг'}, {'param': 'TSy', 'label': 'средняя', 'phrase': 'стандартная предел текучести', 'code': 'прочн_тек'}, {'param': 'epsc', 'label': 'низкая', 'phrase': 'с скромная статическая диэлектрическая проницаемость', 'code': 'εs'}, {'param': 'nc', 'label': 'низкая', 'phrase': 'с низкое содержанием углерода', 'code': 'nc'}]",плотн_энерг:высокая|прочн_тек:средняя|εs:низкая|nc:низкая
"Планирую использовать материал с нормальная энергия химических связей, дополнительно с нормальная электронное сродство в условиях обеспечивать высокую газонепроницаемость","[{'param': 'Egb', 'label': 'средняя', 'phrase': 'нормальная энергия химических связей', 'code': 'энерг_связ'}, {'param': 'Eea', 'label': 'средняя', 'phrase': 'с нормальная электронное сродство', 'code': 'срод_эл'}]",энерг_связ:средняя|срод_эл:средняя
"Планирую использовать материал с с средняя пермеабельностью по He, что важно большая проницаемость для метана в условиях работать в условиях вакуума","[{'param': 'permHe', 'label': 'средняя', 'phrase': 'с средняя пермеабельностью по He', 'code': 'P_He'}, {'param': 'permCH4', 'label': 'высокая', 'phrase': 'большая проницаемость для метана', 'code': 'P_CH4'}]",P_He:средняя|P_CH4:высокая
"Планирую использовать материал с высокая предел прочности при разрыве, и скромная атомизационная энергия, и невысокая предел текучести, а также стандартный модуль упругости, еще , что необходимо скромная коэффициент проницаемости водорода в условиях поглощать энергию удара","[{'param': 'TSb', 'label': 'высокая', 'phrase': 'высокая предел прочности при разрыве', 'code': 'прочн_разр'}, {'param': 'Eat', 'label': 'низкая', 'phrase': 'скромная атомизационная энергия', 'code': 'Eat'}, {'param': 'TSy', 'label': 'низкая', 'phrase': 'невысокая предел текучести', 'code': 'σ_тек'}, {'param': 'YM', 'label': 'средняя', 'phrase': 'стандартный модуль упругости', 'code': 'модуль_Юнга'}, {'param': 'permH2', 'label': 'низкая', 'phrase': 'скромная коэффициент проницаемости водорода', 'code': 'проницаем_H2'}]",прочн_разр:высокая|Eat:низкая|σ_тек:низкая|модуль_Юнга:средняя|проницаем_H2:низкая
"Можешь подобрать полимер с небольшая атомизационная энергия, а также с превосходная энергией внутренних связей, при этом стандартная степень кристалличности, при этом с средняя плотность сшивки, чтобы обеспечивать высокую термостойкость","[{'param': 'Eat', 'label': 'низкая', 'phrase': 'небольшая атомизационная энергия', 'code': 'энерг_атом'}, {'param': 'Eib', 'label': 'высокая', 'phrase': 'с превосходная энергией внутренних связей', 'code': 'внутр_энерг'}, {'param': 'Xc', 'label': 'средняя', 'phrase': 'стандартная степень кристалличности', 'code': 'степ_крист'}, {'param': 'Xe', 'label': 'средняя', 'phrase': 'с средняя плотность сшивки', 'code': 'плотн_сшив'}]",энерг_атом:низкая|внутр_энерг:высокая|степ_крист:средняя|плотн_сшив:средняя
"Можешь подобрать полимер с с нормальная ионизационной энергией, и умеренная предел текучести, еще , что необходимо средняя плотность сшивания, чтобы передавать электрический сигнал без потерь","[{'param': 'Ei', 'label': 'средняя', 'phrase': 'с нормальная ионизационной энергией', 'code': 'потенц_ион'}, {'param': 'TSy', 'label': 'средняя', 'phrase': 'умеренная предел текучести', 'code': 'σ_тек'}, {'param': 'Xe', 'label': 'средняя', 'phrase': 'средняя плотность сшивания', 'code': 'сшив'}]",потенц_ион:средняя|σ_тек:средняя|сшив:средняя
"Ищу материал с с умеренное количество атомов углерода, и с превосходная энергией распада, при этом с стандартная энергия связей, при этом умеренная ДП на 5 ГГц для работать в высоковольтных условиях","[{'param': 'nc', 'label': 'средняя', 'phrase': 'с умеренное количество атомов углерода', 'code': 'nc'}, {'param': 'Eat', 'label': 'высокая', 'phrase': 'с превосходная энергией распада', 'code': 'атом_энерг'}, {'param': 'Egb', 'label': 'средняя', 'phrase': 'с стандартная энергия связей', 'code': 'вклад_связ'}, {'param': 'epse_5.0', 'label': 'средняя', 'phrase': 'умеренная ДП на 5 ГГц', 'code': 'ε@5'}]",nc:средняя|атом_энерг:высокая|вклад_связ:средняя|ε@5:средняя
"Подбери полимер с значительная энергия групп, который имеет с значительная коэффициент проницаемости водорода, и при этом с маленькая эпсилон на 3 ГГц, но при этом скромная предел прочности при разрыве, необходимый для обеспечивать качественную экструзию","[{'param': 'Egc', 'label': 'высокая', 'phrase': 'значительная энергия групп', 'code': 'Egc'}, {'param': 'permH2', 'label': 'высокая', 'phrase': 'с значительная коэффициент проницаемости водорода', 'code': 'P_H2'}, {'param': 'epse_3.0', 'label': 'низкая', 'phrase': 'с маленькая эпсилон на 3 ГГц', 'code': 'дпр_3'}, {'param': 'TSb', 'label': 'низкая', 'phrase': 'скромная предел прочности при разрыве', 'code': 'прочн_разр'}]",Egc:высокая|P_H2:высокая|дпр_3:низкая|прочн_разр:низкая
"Планирую использовать материал с высокая ДП на 6 ГГц, и при этом невысокая эпсилон на 5 ГГц, и низкая энергия химических связей в условиях обеспечивать устойчивость к ультрафиолету","[{'param': 'epse_6.0', 'label': 'высокая', 'phrase': 'высокая ДП на 6 ГГц', 'code': 'дпр_6'}, {'param': 'epse_5.0', 'label': 'низкая', 'phrase': 'невысокая эпсилон на 5 ГГц', 'code': 'эпс_5'}, {'param': 'Egb', 'label': 'низкая', 'phrase': 'низкая энергия химических связей', 'code': 'энерг_связ'}]",дпр_6:высокая|эпс_5:низкая|энерг_связ:низкая
"Нужен состав с выдающаяся плотность когезионной энергии, что важно средняя энергия внутренних связей, который передавать электрический сигнал без потерь","[{'param': 'CED', 'label': 'высокая', 'phrase': 'выдающаяся плотность когезионной энергии', 'code': 'когез_энерг'}, {'param': 'Eib', 'label': 'средняя', 'phrase': 'средняя энергия внутренних связей', 'code': 'Eib'}]",когез_энерг:высокая|Eib:средняя
"Подбери полимер с с нормальная диэлектрическая проницаемость на 7 ГГц, еще , что необходимо стандартная объемная плотность, что требуется умеренный предельный кислородный индекс, что важно для с высокая разрывной прочностью, необходимый для обеспечивать огнестойкость материалов","[{'param': 'epse_7.0', 'label': 'средняя', 'phrase': 'с нормальная диэлектрическая проницаемость на 7 ГГц', 'code': 'эпс_7'}, {'param': 'rho', 'label': 'средняя', 'phrase': 'стандартная объемная плотность', 'code': 'ρ'}, {'param': 'LOI', 'label': 'средняя', 'phrase': 'умеренный предельный кислородный индекс', 'code': 'кисл_индекс'}, {'param': 'TSb', 'label': 'высокая', 'phrase': 'с высокая разрывной прочностью', 'code': 'σ_разр'}]",эпс_7:средняя|ρ:средняя|кисл_индекс:средняя|σ_разр:высокая
"Ищу материал с умеренная проницаемость для CO2, что требуется выдающаяся удельная теплоемкость для обеспечивать устойчивость к радиации","[{'param': 'permCO2', 'label': 'средняя', 'phrase': 'умеренная проницаемость для CO2', 'code': 'проницаем_CO2'}, {'param': 'Cp', 'label': 'высокая', 'phrase': 'выдающаяся удельная теплоемкость', 'code': 'Cp'}]",проницаем_CO2:средняя|Cp:высокая
"Для решения задачи требуется материал с с стандартный кислородный индекс, дополнительно с невысокая диэлектрическая проницаемость на 6 ГГц, что критично с стандартная статическая диэлектрическая проницаемость, который сможет сохранять механическую прочность при низких температурах","[{'param': 'LOI', 'label': 'средняя', 'phrase': 'с стандартный кислородный индекс', 'code': 'кисл_индекс'}, {'param': 'epse_6.0', 'label': 'низкая', 'phrase': 'с невысокая диэлектрическая проницаемость на 6 ГГц', 'code': 'эпс_6'}, {'param': 'epsc', 'label': 'средняя', 'phrase': 'с стандартная статическая диэлектрическая проницаемость', 'code': 'эпс_стат'}]",кисл_индекс:средняя|эпс_6:низкая|эпс_стат:средняя
"Нужен материал с с низкая температура плавления, и при этом с скромная плотность сшивания, дополнительно маленькая диэлектрическая проницаемость на 7 ГГц, и низкая ДП на 9 ГГц, а также средняя энергия атомизации, предназначенный для обеспечивать надежную изоляцию","[{'param': 'Tm', 'label': 'низкая', 'phrase': 'с низкая температура плавления', 'code': 'плавл'}, {'param': 'Xe', 'label': 'низкая', 'phrase': 'с скромная плотность сшивания', 'code': 'сшив'}, {'param': 'epse_7.0', 'label': 'низкая', 'phrase': 'маленькая диэлектрическая проницаемость на 7 ГГц', 'code': 'эпс_7'}, {'param': 'epse_9.0', 'label': 'низкая', 'phrase': 'низкая ДП на 9 ГГц', 'code': 'ε@9'}, {'param': 'Eat', 'label': 'средняя', 'phrase': 'средняя энергия атомизации', 'code': 'Eat'}]",плавл:низкая|сшив:низкая|эпс_7:низкая|ε@9:низкая|Eat:средняя
"Подбери полимер с большой модуль эластичности, что важно для с небольшая электрическая прочность, что требуется низкая проницаемость для кислорода, который имеет с маленькая диэлектрической проницаемостью на 3 ГГц, необходимый для обеспечивать высокую адгезию","[{'param': 'YM', 'label': 'высокая', 'phrase': 'большой модуль эластичности', 'code': 'YM'}, {'param': 'epsb', 'label': 'низкая', 'phrase': 'с небольшая электрическая прочность', 'code': 'пробой'}, {'param': 'permO2', 'label': 'низкая', 'phrase': 'низкая проницаемость для кислорода', 'code': 'пермеаб_O2'}, {'param': 'epse_3.0', 'label': 'низкая', 'phrase': 'с маленькая диэлектрической проницаемостью на 3 ГГц', 'code': 'ε@3'}]",YM:высокая|пробой:низкая|пермеаб_O2:низкая|ε@3:низкая
"Найди подходящий полимер с с невысокая пермеабельностью по O2, что важно для с низкая диэлектрической проницаемостью на 2 ГГц, который позволит повышать устойчивость к старению","[{'param': 'permO2', 'label': 'низкая', 'phrase': 'с невысокая пермеабельностью по O2', 'code': 'P_O2'}, {'param': 'epse_2.0', 'label': 'низкая', 'phrase': 'с низкая диэлектрической проницаемостью на 2 ГГц', 'code': 'дпр_2'}]",P_O2:низкая|дпр_2:низкая
"Подскажи материал с с невысокая проницаемость для гелия, а также с низкая энергией распада, еще , что необходимо с высокий кислородный индекс, который подходит для подходить для мембранной фильтрации газов","[{'param': 'permHe', 'label': 'низкая', 'phrase': 'с невысокая проницаемость для гелия', 'code': 'проницаем_He'}, {'param': 'Eat', 'label': 'низкая', 'phrase': 'с низкая энергией распада', 'code': 'энерг_атом'}, {'param': 'LOI', 'label': 'высокая', 'phrase': 'с высокий кислородный индекс', 'code': 'LOI'}]",проницаем_He:низкая|энерг_атом:низкая|LOI:высокая
"Подбери полимер с с значительная энергия присоединения электрона, что важно для высокая проницаемость для CO2, а также с большая энергетический вклад групп, необходимый для предотвращать окисление поверхности","[{'param': 'Eea', 'label': 'высокая', 'phrase': 'с значительная энергия присоединения электрона', 'code': 'срод_эл'}, {'param': 'permCO2', 'label': 'высокая', 'phrase': 'высокая проницаемость для CO2', 'code': 'пермеаб_CO2'}, {'param': 'Egc', 'label': 'высокая', 'phrase': 'с большая энергетический вклад групп', 'code': 'вклад_гр'}]",срод_эл:высокая|пермеаб_CO2:высокая|вклад_гр:высокая
"Нужен состав с с маленькая пермеабельностью по H2, который имеет большая пермеабельность по CH4, дополнительно значительная индекс кристалличности, который обеспечивать высокую газонепроницаемость","[{'param': 'permH2', 'label': 'низкая', 'phrase': 'с маленькая пермеабельностью по H2', 'code': 'P_H2'}, {'param': 'permCH4', 'label': 'высокая', 'phrase': 'большая пермеабельность по CH4', 'code': 'P_CH4'}, {'param': 'Xc', 'label': 'высокая', 'phrase': 'значительная индекс кристалличности', 'code': 'крист'}]",P_H2:низкая|P_CH4:высокая|крист:высокая
"Можешь подобрать полимер с с нормальная диэлектрическая проницаемость на 5 ГГц, но при этом низкая ДП на 4 ГГц, что важно с средняя температурой деструкции, чтобы обеспечивать высокую адгезию","[{'param': 'epse_5.0', 'label': 'средняя', 'phrase': 'с нормальная диэлектрическая проницаемость на 5 ГГц', 'code': 'эпс_5'}, {'param': 'epse_4.0', 'label': 'низкая', 'phrase': 'низкая ДП на 4 ГГц', 'code': 'эпс_4'}, {'param': 'Td', 'label': 'средняя', 'phrase': 'с средняя температурой деструкции', 'code': 'терморазл'}]",эпс_5:средняя|эпс_4:низкая|терморазл:средняя
"Можешь подобрать полимер с низкая теплоемкость, что важно для с стандартная индекс кристалличности, что критично нормальная ДП при 1.78 ГГц, чтобы уменьшать массу конструкции без потери прочности","[{'param': 'Cp', 'label': 'низкая', 'phrase': 'низкая теплоемкость', 'code': 'теплоемк'}, {'param': 'Xc', 'label': 'средняя', 'phrase': 'с стандартная индекс кристалличности', 'code': 'степ_крист'}, {'param': 'epse_1.78', 'label': 'средняя', 'phrase': 'нормальная ДП при 1.78 ГГц', 'code': 'ε@1.78'}]",теплоемк:низкая|степ_крист:средняя|ε@1.78:средняя
"Нужен материал с с стандартная коэффициент проницаемости CO2, что требуется невысокая ДП при 1.78 ГГц, предназначенный для изолировать электрические компоненты","[{'param': 'permCO2', 'label': 'средняя', 'phrase': 'с стандартная коэффициент проницаемости CO2', 'code': 'пермеаб_CO2'}, {'param': 'epse_1.78', 'label': 'низкая', 'phrase': 'невысокая ДП при 1.78 ГГц', 'code': 'эпс_1.78'}]",пермеаб_CO2:средняя|эпс_1.78:низкая
"Сгенерируй полимер, обладающий средний индекс горючести, который имеет стандартная внутримолекулярная энергия, дополнительно с нормальная вкладом связей, а также высокая пермеабельность по CH4, чтобы обеспечить уменьшать массу конструкции без потери прочности","[{'param': 'LOI', 'label': 'средняя', 'phrase': 'средний индекс горючести', 'code': 'инд_O2'}, {'param': 'Eib', 'label': 'средняя', 'phrase': 'стандартная внутримолекулярная энергия', 'code': 'внутр_энерг'}, {'param': 'Egb', 'label': 'средняя', 'phrase': 'с нормальная вкладом связей', 'code': 'энерг_связ'}, {'param': 'permCH4', 'label': 'высокая', 'phrase': 'высокая пермеабельность по CH4', 'code': 'P_CH4'}]",инд_O2:средняя|внутр_энерг:средняя|энерг_связ:средняя|P_CH4:высокая
"Сгенерируй полимер, обладающий умеренная коэффициент проницаемости метана, что критично маленькая теплоемкость, который имеет маленькая проницаемость для CO2, чтобы обеспечить уменьшать массу конструкции без потери прочности","[{'param': 'permCH4', 'label': 'средняя', 'phrase': 'умеренная коэффициент проницаемости метана', 'code': 'P_CH4'}, {'param': 'Cp', 'label': 'низкая', 'phrase': 'маленькая теплоемкость', 'code': 'теплоемк'}, {'param': 'permCO2', 'label': 'низкая', 'phrase': 'маленькая проницаемость для CO2', 'code': 'проницаем_CO2'}]",P_CH4:средняя|теплоемк:низкая|проницаем_CO2:низкая
"Какой полимер с с нормальная энергией когезии, дополнительно с невысокая температура плавления, и при этом с умеренная пермеабельность по CO2 подойдёт, чтобы удерживать газовые смеси без утечек?","[{'param': 'CED', 'label': 'средняя', 'phrase': 'с нормальная энергией когезии', 'code': 'плотн_энерг'}, {'param': 'Tm', 'label': 'низкая', 'phrase': 'с невысокая температура плавления', 'code': 'Tm'}, {'param': 'permCO2', 'label': 'средняя', 'phrase': 'с умеренная пермеабельность по CO2', 'code': 'проницаем_CO2'}]",плотн_энерг:средняя|Tm:низкая|проницаем_CO2:средняя
"Интересует полимер с с умеренный индекс горючести, дополнительно с умеренная диэлектрической проницаемостью на 9 ГГц, еще , что необходимо с нормальная пермеабельностью по H2, обеспечивающий минимизировать тепловые потери","[{'param': 'LOI', 'label': 'средняя', 'phrase': 'с умеренный индекс горючести', 'code': 'LOI'}, {'param': 'epse_9.0', 'label': 'средняя', 'phrase': 'с умеренная диэлектрической проницаемостью на 9 ГГц', 'code': 'эпс_9'}, {'param': 'permH2', 'label': 'средняя', 'phrase': 'с нормальная пермеабельностью по H2', 'code': 'P_H2'}]",LOI:средняя|эпс_9:средняя|P_H2:средняя
"Найди подходящий полимер с с превосходная пермеабельностью по H2, и с большая температура плавления, дополнительно стандартная энергия связей, еще , что необходимо высокая ДП при 9 ГГц, который позволит обеспечивать долговечность конструкции","[{'param': 'permH2', 'label': 'высокая', 'phrase': 'с превосходная пермеабельностью по H2', 'code': 'P_H2'}, {'param': 'Tm', 'label': 'высокая', 'phrase': 'с большая температура плавления', 'code': 'плавл'}, {'param': 'Egb', 'label': 'средняя', 'phrase': 'стандартная энергия связей', 'code': 'энерг_связ'}, {'param': 'epse_9.0', 'label': 'высокая', 'phrase': 'высокая ДП при 9 ГГц', 'code': 'эпс_9'}]",P_H2:высокая|плавл:высокая|энерг_связ:средняя|эпс_9:высокая
"Планирую использовать материал с высокая статическая ДП, и при этом с высокая диэлектрической проницаемостью на 9 ГГц в условиях обеспечивать высокую адгезию","[{'param': 'epsc', 'label': 'высокая', 'phrase': 'высокая статическая ДП', 'code': 'дпр_стат'}, {'param': 'epse_9.0', 'label': 'высокая', 'phrase': 'с высокая диэлектрической проницаемостью на 9 ГГц', 'code': 'эпс_9'}]",дпр_стат:высокая|эпс_9:высокая
"Для решения задачи требуется материал с с небольшая коэффициент проницаемости метана, и средняя температура термического разложения, который сможет обеспечивать качественную экструзию","[{'param': 'permCH4', 'label': 'низкая', 'phrase': 'с небольшая коэффициент проницаемости метана', 'code': 'P_CH4'}, {'param': 'Td', 'label': 'средняя', 'phrase': 'средняя температура термического разложения', 'code': 'терморазл'}]",P_CH4:низкая|терморазл:средняя
"Ищу материал с маленькая внутримолекулярная энергия, что важно стандартная ДП на 5 ГГц, дополнительно с невысокая предел прочности при разрыве для обеспечивать устойчивость к радиации","[{'param': 'Eib', 'label': 'низкая', 'phrase': 'маленькая внутримолекулярная энергия', 'code': 'Eib'}, {'param': 'epse_5.0', 'label': 'средняя', 'phrase': 'стандартная ДП на 5 ГГц', 'code': 'ε@5'}, {'param': 'TSb', 'label': 'низкая', 'phrase': 'с невысокая предел прочности при разрыве', 'code': 'TSb'}]",Eib:низкая|ε@5:средняя|TSb:низкая
"Интересует полимер с невысокий индекс горючести, дополнительно с среднее количество электронов, и при этом скромная энергия групп, при этом умеренная проницаемость для азота, обеспечивающий обеспечивать качественную экструзию","[{'param': 'LOI', 'label': 'низкая', 'phrase': 'невысокий индекс горючести', 'code': 'инд_O2'}, {'param': 'ne', 'label': 'средняя', 'phrase': 'с среднее количество электронов', 'code': 'ne'}, {'param': 'Egc', 'label': 'низкая', 'phrase': 'скромная энергия групп', 'code': 'вклад_гр'}, {'param': 'permN2', 'label': 'средняя', 'phrase': 'умеренная проницаемость для азота', 'code': 'пермеаб_N2'}]",инд_O2:низкая|ne:средняя|вклад_гр:низкая|пермеаб_N2:средняя
"Нужен материал с с небольшая диэлектрическая проницаемость на 6 ГГц, что критично с большая диэлектрическая проницаемость на 9 ГГц, и превосходная энергия связей, дополнительно стандартная ДП при 7 ГГц, предназначенный для обеспечивать высокую термостойкость","[{'param': 'epse_6.0', 'label': 'низкая', 'phrase': 'с небольшая диэлектрическая проницаемость на 6 ГГц', 'code': 'ε@6'}, {'param': 'epse_9.0', 'label': 'высокая', 'phrase': 'с большая диэлектрическая проницаемость на 9 ГГц', 'code': 'дпр_9'}, {'param': 'Egb', 'label': 'высокая', 'phrase': 'превосходная энергия связей', 'code': 'энерг_связ'}, {'param': 'epse_7.0', 'label': 'средняя', 'phrase': 'стандартная ДП при 7 ГГц', 'code': 'эпс_7'}]",ε@6:низкая|дпр_9:высокая|энерг_связ:высокая|эпс_7:средняя
"Требуется полимер с стандартный модуль упругости, еще , что необходимо умеренная коэффициент проницаемости кислорода, еще , что необходимо высокая ДП при 5 ГГц, что критично выдающийся предельный кислородный индекс, способный изолировать электрические компоненты","[{'param': 'YM', 'label': 'средняя', 'phrase': 'стандартный модуль упругости', 'code': 'E'}, {'param': 'permO2', 'label': 'средняя', 'phrase': 'умеренная коэффициент проницаемости кислорода', 'code': 'P_O2'}, {'param': 'epse_5.0', 'label': 'высокая', 'phrase': 'высокая ДП при 5 ГГц', 'code': 'эпс_5'}, {'param': 'LOI', 'label': 'высокая', 'phrase': 'выдающийся предельный кислородный индекс', 'code': 'кисл_индекс'}]",E:средняя|P_O2:средняя|эпс_5:высокая|кисл_индекс:высокая
"Планирую использовать материал с с высокая энергия связей, что требуется с умеренная ионизационной энергией, что требуется невысокая кристалличность в условиях служить барьером для кислорода и влаги","[{'param': 'Egb', 'label': 'высокая', 'phrase': 'с высокая энергия связей', 'code': 'Egb'}, {'param': 'Ei', 'label': 'средняя', 'phrase': 'с умеренная ионизационной энергией', 'code': 'Ei'}, {'param': 'Xc', 'label': 'низкая', 'phrase': 'невысокая кристалличность', 'code': 'Xc'}]",Egb:высокая|Ei:средняя|Xc:низкая
"Хочу найти полимер с с большая степенью кристалличности, но при этом с стандартная пермеабельностью по CH4, и при этом с стандартная теплоемкость, так как требуется обеспечивать высокую диэлектрическую прочность","[{'param': 'Xc', 'label': 'высокая', 'phrase': 'с большая степенью кристалличности', 'code': 'степ_крист'}, {'param': 'permCH4', 'label': 'средняя', 'phrase': 'с стандартная пермеабельностью по CH4', 'code': 'P_CH4'}, {'param': 'Cp', 'label': 'средняя', 'phrase': 'с стандартная теплоемкость', 'code': 'удельн_теплоемк'}]",степ_крист:высокая|P_CH4:средняя|удельн_теплоемк:средняя
"Мне нужен полимер с с стандартная диэлектрическая проницаемость на 9 ГГц, дополнительно скромное число атомов углерода, еще , что необходимо с маленькая предел прочности при разрыве, дополнительно нормальная проницаемость для азота, а также с средняя сродством к электрону, чтобы минимизировать потери сигнала в СВЧ-диапазоне","[{'param': 'epse_9.0', 'label': 'средняя', 'phrase': 'с стандартная диэлектрическая проницаемость на 9 ГГц', 'code': 'эпс_9'}, {'param': 'nc', 'label': 'низкая', 'phrase': 'скромное число атомов углерода', 'code': 'кол_C'}, {'param': 'TSb', 'label': 'низкая', 'phrase': 'с маленькая предел прочности при разрыве', 'code': 'σ_разр'}, {'param': 'permN2', 'label': 'средняя', 'phrase': 'нормальная проницаемость для азота', 'code': 'пермеаб_N2'}, {'param': 'Eea', 'label': 'средняя', 'phrase': 'с средняя сродством к электрону', 'code': 'срод_эл'}]",эпс_9:средняя|кол_C:низкая|σ_разр:низкая|пермеаб_N2:средняя|срод_эл:средняя
"Требуется полимер с превосходная ДП на 7 ГГц, но при этом низкая плотность сшивания, при этом значительная эпсилон на 9 ГГц, и при этом с выдающаяся прочность на разрыв, и с умеренная энергетический вклад групп, способный уменьшать массу конструкции без потери прочности","[{'param': 'epse_7.0', 'label': 'высокая', 'phrase': 'превосходная ДП на 7 ГГц', 'code': 'эпс_7'}, {'param': 'Xe', 'label': 'низкая', 'phrase': 'низкая плотность сшивания', 'code': 'Xe'}, {'param': 'epse_9.0', 'label': 'высокая', 'phrase': 'значительная эпсилон на 9 ГГц', 'code': 'дпр_9'}, {'param': 'TSb', 'label': 'высокая', 'phrase': 'с выдающаяся прочность на разрыв', 'code': 'прочн_разр'}, {'param': 'Egc', 'label': 'средняя', 'phrase': 'с умеренная энергетический вклад групп', 'code': 'энерг_гр'}]",эпс_7:высокая|Xe:низкая|дпр_9:высокая|прочн_разр:высокая|энерг_гр:средняя
"Подскажи материал с с средняя диэлектрической проницаемостью на 15 ГГц, что важно с низкая плотностью сшивки, который подходит для обеспечивать устойчивость к радиации","[{'param': 'epse_15.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрической проницаемостью на 15 ГГц', 'code': 'дпр_15'}, {'param': 'Xe', 'label': 'низкая', 'phrase': 'с низкая плотностью сшивки', 'code': 'плотн_сшив'}]",дпр_15:средняя|плотн_сшив:низкая
"Найди подходящий полимер с скромная предел прочности при разрыве, дополнительно с нормальная диэлектрической проницаемостью на 15 ГГц, что требуется значительная энергия связей, а также с стандартная коэффициент проницаемости кислорода, который позволит работать при экстремальных температурах","[{'param': 'TSb', 'label': 'низкая', 'phrase': 'скромная предел прочности при разрыве', 'code': 'TSb'}, {'param': 'epse_15.0', 'label': 'средняя', 'phrase': 'с нормальная диэлектрической проницаемостью на 15 ГГц', 'code': 'дпр_15'}, {'param': 'Egb', 'label': 'высокая', 'phrase': 'значительная энергия связей', 'code': 'Egb'}, {'param': 'permO2', 'label': 'средняя', 'phrase': 'с стандартная коэффициент проницаемости кислорода', 'code': 'пермеаб_O2'}]",TSb:низкая|дпр_15:средняя|Egb:высокая|пермеаб_O2:средняя
"Интересует полимер с с небольшая ДП при 4 ГГц, который имеет с выдающаяся диэлектрическая проницаемость на 6 ГГц, дополнительно большой предельный кислородный индекс, обеспечивающий обеспечивать необходимую упругость материала","[{'param': 'epse_4.0', 'label': 'низкая', 'phrase': 'с небольшая ДП при 4 ГГц', 'code': 'дпр_4'}, {'param': 'epse_6.0', 'label': 'высокая', 'phrase': 'с выдающаяся диэлектрическая проницаемость на 6 ГГц', 'code': 'эпс_6'}, {'param': 'LOI', 'label': 'высокая', 'phrase': 'большой предельный кислородный индекс', 'code': 'инд_O2'}]",дпр_4:низкая|эпс_6:высокая|инд_O2:высокая
"Сгенерируй полимер, обладающий с нормальный модулем эластичности, что критично умеренная когезионная плотность, что важно для с небольшая напряжение пробоя, который имеет небольшое число электронов, при этом с низкая ионизационной энергией, чтобы обеспечить обеспечивать высокую диэлектрическую прочность","[{'param': 'YM', 'label': 'средняя', 'phrase': 'с нормальный модулем эластичности', 'code': 'E'}, {'param': 'CED', 'label': 'средняя', 'phrase': 'умеренная когезионная плотность', 'code': 'CED'}, {'param': 'epsb', 'label': 'низкая', 'phrase': 'с небольшая напряжение пробоя', 'code': 'εb'}, {'param': 'ne', 'label': 'низкая', 'phrase': 'небольшое число электронов', 'code': 'кол_эл'}, {'param': 'Ei', 'label': 'низкая', 'phrase': 'с низкая ионизационной энергией', 'code': 'ион_энерг'}]",E:средняя|CED:средняя|εb:низкая|кол_эл:низкая|ион_энерг:низкая
"Мне нужен полимер с с превосходный модулем эластичности, и с маленькая диэлектрической проницаемостью на 1.78 ГГц, при этом с средний предельный кислородный индекс, чтобы обеспечивать высокую адгезию","[{'param': 'YM', 'label': 'высокая', 'phrase': 'с превосходный модулем эластичности', 'code': 'YM'}, {'param': 'epse_1.78', 'label': 'низкая', 'phrase': 'с маленькая диэлектрической проницаемостью на 1.78 ГГц', 'code': 'ε@1.78'}, {'param': 'LOI', 'label': 'средняя', 'phrase': 'с средний предельный кислородный индекс', 'code': 'LOI'}]",YM:высокая|ε@1.78:низкая|LOI:средняя
